x,y
143.104,2.24806
143.094,4.49691
63.0883,2.97517
128.654,8.09425
155.773,12.2596
128.294,12.1273
128.001,14.1315
61.2032,7.73176
86.9067,12.3686
61.1861,9.69093
69.7505,12.1734
66.2832,12.6442
57.8274,11.9755
57.5479,12.8635
79.098,18.9898
79.3758,20.3802
79.1292,21.6473
63.762,18.5246
60.5315,18.6219
38.374,12.4685
34.9855,11.9782
30.2407,10.8873
30.0659,11.361
29.8838,11.8318
29.6942,12.2998
27.3961,11.8553
27.1277,12.2486
25.0948,11.8087
24.8675,12.1824
24.6346,12.5519
34.0172,18.0112
33.6922,18.5225
20.5636,11.7293
20.2281,11.9629
20.0377,12.2791
19.8059,12.5692
19.6782,12.9262
17.5791,11.9467
17.3893,12.2214
16.3564,11.8836
16.0295,12.0353
15.6337,12.1267
14.8344,11.8846
14.4462,11.9509
14.1582,12.0922
13.6748,12.056
13.2921,12.0948
12.5651,11.7994
12.3782,11.9953
12.0355,12.0355
11.6947,12.068
11.2671,11.9982
10.9028,11.982
10.7133,12.1518
10.2124,11.9572
10.0234,12.1162
9.61573,12.0024
9.47898,12.2202
9.02648,12.0221
8.76035,12.0576
8.396,11.9463
8.20732,12.0767
7.89802,12.0236
7.68504,12.1097
7.4036,12.0816
7.19092,12.1592
6.82782,11.9704
6.65976,12.1141
6.42823,12.1408
6.15829,12.0863
5.94868,12.1428
5.70203,12.1174
5.49322,12.1661
5.26713,12.1716
4.99264,12.0533
4.8027,12.1302
4.61157,12.2042
4.40468,12.2345
4.16998,12.1795
3.93811,12.1203
3.74725,12.1806
3.55546,12.238
3.3286,12.1673
3.13707,12.2181
2.93469,12.2239
2.72347,12.1841
2.523,12.1831
2.32323,12.1788
2.12422,12.1712
1.93278,12.2031
1.74086,12.2319
1.54852,12.2578
1.35105,12.2376
1.15866,12.2574
0.959209,12.1879
0.767652,12.2015
0.571834,12.1257
0.384015,12.2196
0.192031,12.2241
-5.34398e-07,12.2256
-0.192709,12.2673
-0.385372,12.2627
-0.575904,12.212
-0.767651,12.2015
-0.969377,12.3171
-1.16273,12.3004
-1.35105,12.2376
-1.55393,12.3006
-1.72869,12.1464
-1.94629,12.2884
-2.15393,12.3414
-2.33132,12.2212
-2.53176,12.2254
-2.7329,12.2263
-2.96494,12.3499
-3.15856,12.3018
-3.3856,12.3757
-3.57957,12.321
-3.79806,12.3458
-4.01821,12.3668
-4.23995,12.3839
-4.41931,12.2751
-4.67266,12.3658
-4.88221,12.3311
-5.09183,12.2928
-5.24998,12.132
-5.58211,12.363
-5.77561,12.2738
-6.04371,12.3367
-6.27596,12.3173
-6.44845,12.179
-6.74301,12.2655
-7.12747,12.4958
