x,y
143.104,2.24806
143.147,2.24873
143.061,2.24738
143.19,2.24941
143.234,2.25009
143.018,2.2467
143.277,2.25077
142.974,2.24602
143.32,2.25145
142.931,2.24534
143.363,2.25213
142.888,2.24466
143.094,4.49691
143.137,4.49827
143.051,4.49556
143.181,4.49963
143.008,4.4942
143.224,4.50099
142.965,4.49284
143.267,4.50234
142.921,4.49149
143.31,4.5037
107.169,3.36794
107.213,3.36929
63.0883,2.97517
63.002,2.9711
63.0451,2.97313
63.1314,2.9772
63.1746,2.97924
143.049,6.74602
143.092,6.74806
62.9588,2.96906
63.2177,2.98127
143.006,6.74399
143.135,6.75009
143.178,6.75213
128.654,8.09425
128.698,8.09696
128.611,8.09154
128.741,8.09968
128.568,8.08883
128.784,8.10239
134.346,8.45231
134.389,8.45502
134.432,8.45773
128.525,8.08611
128.827,8.1051
134.302,8.44959
155.773,12.2596
155.816,12.263
128.511,10.1141
155.73,12.2562
155.859,12.2664
128.468,10.1107
128.554,10.1175
155.687,12.2528
155.902,12.2697
128.598,10.1208
128.425,10.1073
155.945,12.2731
128.294,12.1273
128.251,12.1233
128.337,12.1314
128.208,12.1192
128.38,12.1355
128.423,12.1395
128.165,12.1151
128.466,12.1436
128.122,12.1111
128.509,12.1477
128.079,12.107
128.552,12.1517
128.001,14.1315
128.044,14.1362
128.087,14.141
128.13,14.1457
127.959,14.1268
128.173,14.1505
127.916,14.122
128.216,14.1552
123.493,13.6337
123.536,13.6385
127.873,14.1173
128.259,14.1599
61.2032,7.73176
61.246,7.73717
61.2889,7.74259
63.5604,8.02955
123.221,15.5664
123.264,15.5718
123.306,15.5772
127.678,16.1295
127.721,16.1349
127.764,16.1403
61.1603,7.72634
61.3317,7.748
86.9067,12.3686
86.9494,12.3747
86.8639,12.3626
86.9922,12.3808
87.035,12.3869
86.8211,12.3565
87.0777,12.393
102.261,14.5539
102.304,14.5599
86.7784,12.3504
102.218,14.5478
102.346,14.566
61.1861,9.69093
61.2288,9.69769
61.2714,9.70444
61.3141,9.7112
61.3568,9.71796
61.1434,9.68417
61.3995,9.72472
61.1008,9.67741
96.8567,15.3406
96.8993,15.3473
96.942,15.3541
61.4421,9.73148
69.7505,12.1734
69.793,12.1808
69.7079,12.166
69.8356,12.1883
69.6654,12.1586
69.8781,12.1957
69.6228,12.1511
69.9207,12.2031
69.5802,12.1437
87.9648,15.3523
88.0073,15.3597
69.9633,12.2105
66.2832,12.6442
66.3256,12.6523
66.368,12.6604
66.2407,12.6361
69.5082,13.2594
69.5507,13.2675
81.4748,15.5422
81.5173,15.5503
66.4105,12.6685
69.4658,13.2513
69.5931,13.2756
81.4324,15.5341
57.8274,11.9755
57.7851,11.9667
57.8697,11.9842
57.912,11.993
57.7428,11.958
57.7005,11.9492
57.9543,12.0018
57.9966,12.0105
57.6582,11.9404
41.7525,8.64653
41.7948,8.65529
41.8371,8.66405
57.5479,12.8635
57.59,12.8729
57.6322,12.8823
57.5057,12.854
57.6743,12.8917
57.4635,12.8446
57.7165,12.9012
57.4214,12.8352
57.7587,12.9106
57.3792,12.8258
57.8008,12.92
79.0493,17.6696
79.098,18.9898
79.14,18.9998
79.182,19.0099
79.056,18.9797
79.224,19.02
79.014,18.9696
79.266,19.0301
79.308,19.0402
79.6021,19.1108
79.6441,19.1209
78.972,18.9595
79.5181,19.0906
79.3758,20.3802
79.4176,20.391
79.4595,20.4017
79.0829,20.305
79.1247,20.3158
79.1666,20.3265
79.2084,20.3373
79.2503,20.348
79.2921,20.3587
79.3339,20.3695
79.5013,20.4125
79.041,20.2943
79.1292,21.6473
79.1709,21.6587
79.2125,21.6701
79.0875,21.6359
79.2542,21.6815
79.0459,21.6245
79.2959,21.6929
79.0042,21.6131
78.9625,21.6017
79.3375,21.7043
78.9209,21.5903
78.8792,21.5789
63.762,18.5246
63.8034,18.5366
63.8449,18.5487
63.7205,18.5125
63.8864,18.5607
63.9279,18.5728
63.679,18.5005
63.9694,18.5848
62.1441,18.0545
63.6375,18.4884
62.1026,18.0425
62.1855,18.0666
60.5315,18.6219
60.5728,18.6346
60.6141,18.6473
60.4902,18.6092
60.6554,18.66
39.6386,12.1944
39.6799,12.2071
39.7212,12.2198
60.6967,18.6727
39.5974,12.1817
39.7625,12.2325
60.4489,18.5965
38.374,12.4685
38.4151,12.4818
38.4562,12.4952
37.0592,12.0413
38.3329,12.4551
38.4972,12.5085
36.9771,12.0146
37.0182,12.0279
37.1003,12.0546
37.1414,12.068
38.2918,12.4418
38.5383,12.5219
34.9855,11.9782
35.0264,11.9922
35.0672,12.0062
34.9446,11.9642
35.1081,12.0202
35.149,12.0342
34.9037,11.9502
35.1898,12.0482
34.8629,11.9362
35.2307,12.0622
35.2716,12.0762
35.3124,12.0902
30.2407,10.8873
30.2813,10.9019
30.2,10.8727
30.322,10.9166
34.1427,12.2921
34.102,12.2775
34.1833,12.3068
34.224,12.3214
30.1594,10.858
30.3626,10.9312
34.0614,12.2629
30.1187,10.8434
30.0659,11.361
30.1063,11.3762
30.1467,11.3915
48.7763,18.431
30.0255,11.3457
30.1872,11.4068
48.7359,18.4158
48.8167,18.4463
29.9851,11.3304
48.6955,18.4005
48.8571,18.4616
29.9447,11.3152
29.8838,11.8318
29.8436,11.8159
29.9239,11.8477
29.8034,11.8
29.9641,11.8636
30.0043,11.8795
29.7633,11.7841
30.0444,11.8954
29.7231,11.7682
29.6829,11.7523
30.0846,11.9113
30.1248,11.9272
29.6942,12.2998
29.7341,12.3163
29.6543,12.2832
29.774,12.3328
29.6144,12.2667
29.814,12.3493
29.5745,12.2502
29.8539,12.3659
29.8938,12.3824
29.5346,12.2336
29.9337,12.3989
29.4947,12.2171
27.3961,11.8553
27.4357,11.8725
27.4754,11.8897
27.515,11.9068
27.3564,11.8382
27.5547,11.924
27.3168,11.821
27.5943,11.9411
27.634,11.9583
27.2771,11.8039
27.6736,11.9754
29.4577,12.7475
27.1277,12.2486
27.1671,12.2664
27.0884,12.2309
27.2065,12.2842
27.2459,12.302
27.049,12.2131
27.0096,12.1953
27.2852,12.3198
26.9702,12.1775
27.3246,12.3375
26.9309,12.1598
27.6002,12.462
25.0948,11.8087
25.1339,11.8271
25.173,11.8455
25.0557,11.7903
25.2121,11.8639
25.0167,11.7719
25.2512,11.8823
24.9776,11.7536
26.932,12.6732
26.9711,12.6916
27.0102,12.71
25.2903,11.9007
24.8675,12.1824
24.9063,12.2014
24.8287,12.1634
24.9451,12.2205
24.7899,12.1444
24.9838,12.2395
24.7511,12.1254
25.0226,12.2585
24.7123,12.1064
25.0614,12.2775
24.6735,12.0874
25.1002,12.2965
24.6346,12.5519
24.673,12.5715
24.7115,12.5912
24.5961,12.5323
24.75,12.6108
24.5576,12.5127
24.7885,12.6304
24.5191,12.4931
